1;Floracion;Primavera;2
2;Omnivoro;Todo el año;1
3;Omnivoro;Todo el año;1
4;Omnivoro;Todo el año;1
5;Floracion;Todo el año;2
6;Omnivoro;Todo el año;1
7;Omnivoro;Todo el año;1
8;Floracion;Primavera;2
9;Floracion;Primavera;2
10;Omnivoro;Todo el año;1
11;Omnivoro;Todo el año;1
12;Omnivoro;Todo el año;1
13;Omnivoro;Todo el año;1
14;Floracion;Verano;2
15;Floracion;Verano;2
16;Floracion;Verano;2
17;Floracion;Verano;2
18;Floracion;Verano;2
19;Carnivoro;Medio año;1
20;Carnivoro;Medio año;1
21;Carnivoro;Medio año;1
22;Carnivoro;Medio año;1
23;Carnivoro;Medio año;1
24;Carnivoro;Medio año;1
25;Carnivoro;Medio año;1
26;Carnivoro;Medio año;1
27;Carnivoro;Medio año;1
28;Carnivoro;Medio año;1
29;Carnivoro;Medio año;1
30;Carnivoro;Medio año;1
31;Carnivoro;Medio año;1
32;Carnivoro;Medio año;1
33;Carnivoro;Medio año;1
34;Carnivoro;Medio año;1
35;Carnivoro;Todo el año;1
36;Carnivoro;Todo el año;1
37;Omnivoro;Todo el año;1
38;Omnivoro;Todo el año;1
39;Omnivoro;Todo el año;1
40;Omnivoro;Todo el año;1
41;Omnivoro;Todo el año;1
42;Omnivoro;Todo el año;1
43;Omnivoro;Todo el año;1
44;Omnivoro;Todo el año;1
45;Omnivoro;Todo el año;1
46;Omnivoro;Todo el año;1
47;Omnivoro;Todo el año;1
48;Omnivoro;Todo el año;1
49;Omnivoro;Todo el año;1
50;Omnivoro;Todo el año;1
51;Omnivoro;Todo el año;1
52;Floracion;Primavera;2
53;Floracion;Primavera;2
54;Floracion;Primavera;2
55;Floracion;Primavera;2
56;Floracion;Primavera;2
57;Floracion;Primavera;2
58;Floracion;Primavera;2
59;Floracion;Primavera;2
60;Floracion;Primavera;2
61;Floracion;Primavera;2
62;Floracion;Primavera;2
63;Carnivoro;Invierno;1
64;Carnivoro;Invierno;1
65;Carnivoro;Invierno;1
66;Carnivoro;Invierno;1
67;Carnivoro;Invierno;1
68;Herviboro;Invierno;1
69;Herviboro;Invierno;1
70;Herviboro;Invierno;1
71;Herviboro;Todo el año;1
72;Herviboro;Todo el año;1
73;Herviboro;Todo el año;1
74;Herviboro;Todo el año;1
75;Herviboro;Todo el año;1
76;Omnivoro;Todo el año;1
77;Carnivoro;Todo el año;1
78;Carnivoro;Todo el año;1
79;Carnivoro;Todo el año;1
80;Carnivoro;Todo el año;1
81;Carnivoro;Todo el año;1
82;Herviboro;Todo el año;1
83;Herviboro;Todo el año;1
84;Herviboro;Todo el año;1
85;Herviboro;Todo el año;1
86;Herviboro;Todo el año;1
87;Herviboro;Todo el año;1
88;Herviboro;Todo el año;1
89;Herviboro;Todo el año;1
90;Floracion;Verano;2
91;Omnivoro;Medio año;1
92;Omnivoro;Medio año;1
93;Omnivoro;Medio año;1
94;Omnivoro;Medio año;1
95;Omnivoro;Medio año;1
96;Floracion;Primavera;2
97;Carnivoro;Dos veces al año;1
98;Carnivoro;Dos veces al año;1
99;Carnivoro;Dos veces al año;1
100;Omnivoro;Dos veces al año;1
101;Floracion;Todo el año;2
102;Omnivoro;Todo el año;1
103;Omnivoro;Todo el año;1
104;Omnivoro;Todo el año;1
105;Omnivoro;Todo el año;1
106;Omnivoro;Todo el año;1
107;Omnivoro;Todo el año;1
108;Omnivoro;Todo el año;1
109;Omnivoro;Todo el año;1
110;Omnivoro;Todo el año;1
111;Sin floracion;Todo el año;2
112;Sin floracion;Todo el año;2
113;Omnivoro;Todo el año;1
114;Omnivoro;Todo el año;1
115;Omnivoro;Todo el año;1
116;Omnivoro;Todo el año;1
117;Omnivoro;Todo el año;1
118;Omnivoro;Todo el año;1
119;Sin floracion;Verano;2
120;Sin floracion;Verano;2
121;Sin floracion;Verano;2
122;Sin floracion;Verano;2
123;omnivoro;Invierno;1
124;Sin floracion;Medio año;2
125;Sin floracion;Medio año;2
126;Sin floracion;Todo el año;2
127;Carnivoro;Una vez al año;1
128;Carnivoro;Una vez al año;1
129;Carnivoro;Una vez al año;1
130;Carnivoro;Una vez al año;1
131;Carnivoro;Una vez al año;1
132;Omnivoro;Todo el año;1
133;Omnivoro;Todo el año;1
134;Omnivoro;Todo el año;1
135;Omnivoro;Todo el año;1
136;Omnivoro;Todo el año;1
137;Omnivoro;Todo el año;1
